title,H,(H),(Hd) ,А ,(А),Ad ,At ,Sex ,Obj ,Aobj ,Aat ,Food ,N ,Geo ,PI ,Arch ,Art ,Abs ,ВІ ,Ті,Cl
Горные вершины окрашены в розовый цвет заката.,,,,,,,,,,,,,1,,,,,,,,
Тени облаков движутся по зелёным равнинам.,,,,,,,,,,,,,1,,,,,,,,1
Узкие тропы идут между старыми деревьями.,,,,,,,,,,,,,1,,1,,,,,,
Небольшие острова раскиданы в синем море.,,,,,,,,,,,,,1,,,,,,,,
Белые скалы круто обрываются к воде.,,,,,,,,,,,,,1,,,,,,,,
Туман стелется по широким долинам.,,,,,,,,,,,,,1,,,,,,,,
Сельская местность с полями и лесами.,,,,,,,,,,,,,,1,,,,,,,
Города и дороги региона.,,,,,,,,,,,,,,1,,,,,,,
Морские течения и приливы.,,,,,,,,,,,,,,1,,,,,,,
Расположение крупных островов в Тихом океане.,,,,,,,,,,,,,,1,,,,,,,
Рельеф Европы с реками и озёрами.,,,,,,,,,,,,,,1,,,,,,,
Множество мелких островков архипелага.,,,,,,,,,,,,,,1,,,,,,,
"Устья рек, впадающих в океан.",,,,,,,,,,,,,,1,,,,,,,
Глубины и подводные рельефы залива.,,,,,,,,,,,,,,1,,,,,,,
Русла рек и их притоки.,,,,,,,,,,,,,,1,,,,,,,
Побережье с бухтами и заливами.,,,,,,,,,,,,,,1,,,,,,,
Основные речные пути региона.,,,,,,,,,,,,,,1,,,,,,,
"Река, образующая дельту перед впадением в море.",,,,,,,,,,,,,,1,,,,,,,
Физическая карта островной страны.,,,,,,,,,,,,,,1,,,,,,,
Береговая линия с фьордами.,,,,,,,,,,,,,,1,,,,,,,
Населённые пункты вдоль рек.,,,,,,,,,,,,,,1,,,,,,,
Навигационная карта с фарватерами.,,,,,,,,,,,,,,1,,,,,,,
Острова с указанием вулканической активности.,,,,,,,,,,,,,,1,,,,,,,
Извилистое течение горной реки.,,,,,,,,,,,,,,1,,,,,,,
Историческая карта морских маршрутов.,,,,,,,,,,,,,,1,,,,,,,
Границы природных заповедников на островах.,,,,,,,,,,,,,,1,,,,,,,
Детальная топографическая карта горного массива.,,,,,,,,,,,,,,1,,,,,,,
План городской застройки с улицами и зданиями.,,,,,,,,,,,,,,1,,,,,,,
Карта сельской местности с полями и лесами.,,,,,,,,,,,,,,1,,,,,,,
Детальная географическая карта рек и озёр в регионе.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта пустыни с дюнами и оазисами.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта побережья с портами и маяками.,,,,,,,,,,,,,,1,,,,,,,
Карта морского дна с глубинами и подводными хребтами.,,,,,,,,,,,,,,1,,,,,,,
Топография острова с холмами и пляжами.,,,,,,,,,,,,,,1,,,,,,,
Карта с ледниками и горными перевалами высокогорья.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта континентов с реками и горами.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта морского побережья с каньонами и заливами.,,,,,,,,,,,,,,1,,,,,,,
Карта океанических течений и морских потоков.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта пустыни с дюнами и оазисами.,,,,,,,,,,,,,,1,,,,,,,
Карта городов и дорог региона.,,,,,,,,,,,,,,1,,,,,,,
Детальная топографическая карта района с реками и лесами.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта островного архипелага с заливами и проливами.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта океана с островами и атоллами.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта речной долины с поселениями и полями.,,,,,,,,,,,,,,1,,,,,,,
Карта местности с горами и долинами.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта лесного массива с реками и озёрами.,,,,,,,,,,,,,,1,,,,,,,
Контурные линии горного хребта.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта сельской местности с фермами и пастбищами.,,,,,,,,,,,,,,1,,,,,,,
Карта островов с коралловыми рифами и лагунами.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта долины с рекой и городами.,,,,,,,,,,,,,,1,,,,,,,
Карта морского дна с подводными горами и морскими животными.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта равнины с озёрами и болотами.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта сельской местности с полями и лесами.,,,,,,,,,,,,,,1,,,,,,,
Детальная топографическая карта побережья с портами и маяками.,,,,,,,,,,,,,,1,,,,,,,
Карта морских течений и приливов.,,,,,,,,,,,,,,1,,,,,,,
Ледники и горные перевалы высокогорья.,,,,,,,,,,,,,,1,,,,,,,
Карта океана с островами и атоллами.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта островного архипелага с заливами и проливами.,,,,,,,,,,,,,,1,,,,,,,
План острова с джунглями и скалистыми берегами.,,,,,,,,,,,,,,1,,,,,,,
Карта устья реки с множеством рукавов и болот.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта залива с бухтами и мысами.,,,,,,,,,,,,,,1,,,,,,,
Карта подводных каньонов у океанского шельфа.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта равнин с озёрами и речными системами.,,,,,,,,,,,,,,1,,,,,,,
Карта древнего морского дна с затонувшими островами.,,,,,,,,,,,,,,1,,,,,,,
Карта пересечённой местности с долинами и хребтами.,,,,,,,,,,,,,,1,,,,,,,
Детальная карта коралловых рифов в тропическом море.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта небольших речных притоков.,,,,,,,,,,,,,,1,,,,,,,
План лагуны с песчаными отмелями и мангровыми зарослями.,,,,,,,,,,,,,,1,,,,,,,
Карта пересохших русел в пустынной местности.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта речных дельт с протоками и островками.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта прибрежных равнин с болотами.,,,,,,,,,,,,,,1,,,,,,,
Карта островов вулканического происхождения.,,,,,,,,,,,,,,1,,,,,,,
План местности с ущельями и горными потоками.,,,,,,,,,,,,,,1,,,,,,,
Карта морских заливов с внутренними бухтами.,,,,,,,,,,,,,,1,,,,,,,
Детальная карта озёрного края с сетью каналов.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта островных горных цепей.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта небольших фьордов и проливов.,,,,,,,,,,,,,,1,,,,,,,
Карта рыбацких деревень вдоль побережья.,,,,,,,,,,,,,,1,,,,,,,
План атолла с лагуной в центре.,,,,,,,,,,,,,,1,,,,,,,
Карта речной долины с пойменными лесами.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта архипелага среди ледников.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта области с чередованием холмов и озёр.,,,,,,,,,,,,,,1,,,,,,,
Карта глубоководных впадин и подводных хребтов.,,,,,,,,,,,,,,1,,,,,,,
План внутренних морей с крупными заливами.,,,,,,,,,,,,,,1,,,,,,,
Карта речных истоков в горах.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта группы коралловых островов.,,,,,,,,,,,,,,1,,,,,,,
Карта течений у побережья с отмелями.,,,,,,,,,,,,,,1,,,,,,,
Детальная топографическая карта дельты крупной реки.,,,,,,,,,,,,,,1,,,,,,,
План тропического острова с вулканическими кратерами.,,,,,,,,,,,,,,1,,,,,,,
Карта больших прибрежных болот.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта внутренних озёр пустыни.,,,,,,,,,,,,,,1,,,,,,,
Карта старых русел заброшенных рек.,,,,,,,,,,,,,,1,,,,,,,
План морского залива с множеством бухточек.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта горных рек и водопадов.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта песчаных баров и лагун.,,,,,,,,,,,,,,1,,,,,,,
Карта островных гряд вдоль океанического побережья.,,,,,,,,,,,,,,1,,,,,,,
План гористой местности с сетью ледниковых рек.,,,,,,,,,,,,,,1,,,,,,,
"Карта древних заливов, превращённых в озёра.",,,,,,,,,,,,,,1,,,,,,,
Географическая карта пресноводных лагун.,,,,,,,,,,,,,,1,,,,,,,
Карта архипелага с многочисленными проливами.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта прибрежных рифов.,,,,,,,,,,,,,,1,,,,,,,
План реки с крутыми меандрами.,,,,,,,,,,,,,,1,,,,,,,
Карта глубинных течений у континентальных шельфов.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта внутренней дельты реки.,,,,,,,,,,,,,,1,,,,,,,
Карта острова с высокими скалами и бухтами.,,,,,,,,,,,,,,1,,,,,,,
Детальная карта заболоченных равнин у залива.,,,,,,,,,,,,,,1,,,,,,,
План побережья с бухтами и скалистыми мысами.,,,,,,,,,,,,,,1,,,,,,,
Карта мелководных лагун с песчаными островками.,,,,,,,,,,,,,,1,,,,,,,
Географическая карта русел рек в горах.,,,,,,,,,,,,,,1,,,,,,,
Карта внутренних рек в засушливой местности.,,,,,,,,,,,,,,1,,,,,,,
План области с переплетением рек и болот.,,,,,,,,,,,,,,1,,,,,,,
Топографическая карта вулканического острова.,,,,,,,,,,,,,,1,,,,,,,
Карта архипелага среди холодных морей.,,,,,,,,,,,,,,1,,,,,,,
План ледникового залива с айсбергами.,,,,,,,,,,,,,,1,,,,,,,
